Cast Type,Person ID,Lead,Season Type,Season,First Name,Last Name,Age,Occupation (Raw),Occupation (Clean),Occupation Group,Week Number Eliminated,Place,Circumstance,Bachelor Pad 1,Bachelor Pad 2,Bachelor Pad 3,BiP 1,BiP 2,BiP 3,BiP 4,BiP 5,BiP 6,Bachelor Winter Games,Total Ensemble Appearances,Hometown,State,Lead Religion,Lead Race,How Season Ended,Relationship Status (Nov 2021)
Contestant,264,Ben Higgins,Bachelor,Bachelor 20,Haley,Ferguson,23,Waitress,Waitress,Food Service,Week 4,14,,,,,,,1,1,,1,,3,Las Vegas,Nevada,,,,
Contestant,265,Ben Higgins,Bachelor,Bachelor 20,Izzy,Goodkind,24,Graphic Designer,Graphic Designer,Art & Design,Week 1,25,,,,,,,1,,,,,1,Branford,Connecticut,,,,
Contestant,266,Ben Higgins,Bachelor,Bachelor 20,Jackie,Dion,23,Gerontologist,Gerontologist,Health & Medical Professional,Week 2,18,,,,,,,,,,,,0,Newport Beach,California,,,,
Contestant,267,Ben Higgins,Bachelor,Bachelor 20,Jami,Letain,23,Bartender,Bartender,Food Service,Week 3,15,,,,,,,1,,,,,1,St. Albert,Canada,,,,
Contestant,268,Ben Higgins,Bachelor,Bachelor 20,Jennifer,Saviano,25,Small Business Owner,Small Business Owner,Business & Entrepreneurship,Week 5,10,,,,,,,1,,,1,,2,Lauderdale Lakes,Florida,,,,
Contestant,269,Ben Higgins,Bachelor,Bachelor 20,Jessica,Moser,23,Accountant,Accountant,Financial Services & Investing,Week 1,27,,,,,,,,,,,,0,Boca Raton,Florida,,,,
Contestant,270,Ben Higgins,Bachelor,Bachelor 20,JoJo,Fletcher,24,Real Estate Developer,Real Estate Developer,Real Estate & Interior Design,Runner-up,2,,,,,,,,,,,,0,Dallas,Texas,,,,
Contestant,271,Ben Higgins,Bachelor,Bachelor 20,Jubilee,Sharpe,24,War Veteran,War Veteran,Military & Civil Service,Week 5,11,,,,,,,1,,1,,,2,Fort Lauderdale,Florida,,,,
Contestant,272,Ben Higgins,Bachelor,Bachelor 20,Lace,Morris,25,Real Estate Agent,Real Estate Agent,Real Estate & Interior Design,Week 3,17,Quit,,,,,,1,,,,,1,Denver,Colorado,,,,
Contestant,273,Ben Higgins,Bachelor,Bachelor 20,Laura,Esselman,24,Account Executive,Account Executive,Advertising & Marketing,Week 1,22,,,,,,,,,,,,0,Louisville,Kentucky,,,,
Contestant,274,Ben Higgins,Bachelor,Bachelor 20,Lauren,Bushnell,25,Flight Attendant,Flight Attendant,Aviation,Winner,1,,,,,,,,,,,,0,West Linn,Oregon,,,,
Contestant,275,Ben Higgins,Bachelor,Bachelor 20,Lauren,Himle,25,Kindergarten Teacher,Kindergarten Teacher,Teaching,Week 6,7,,,,,,,1,,,,,1,Dexter,Michigan,,,,
Contestant,276,Ben Higgins,Bachelor,Bachelor 20,Lauren,Russell,26,Math Teacher,Math Teacher,Teaching,Week 1,24,,,,,,,,,,,,0,Houston,Texas,,,,
Contestant,277,Ben Higgins,Bachelor,Bachelor 20,LB,Barr,23,Fashion Buyer,Fashion Buyer,Fashion Design & Retail,Week 2,21,Quit,,,,,,,,,,,0,Stillwater,Oklahoma,,,,
Contestant,278,Ben Higgins,Bachelor,Bachelor 20,Leah,Block,25,Event Planner,Event Planner,Event Planning,Week 6,9,,,,,,,1,,,,,1,Greenwood Village,Colorado,,,,
Contestant,279,Ben Higgins,Bachelor,Bachelor 20,Maegan,Miller,30,Cowgirl,Cowgirl,Pet & Livestock Services,Week 1,26,,,,,,,,,,,,0,Visalia,California,,,,
Contestant,280,Ben Higgins,Bachelor,Bachelor 20,Mandi,Kremer,28,Dentist,Dentist,Physicians & Dentists,Week 2,19,,,,,,,,,,,,0,Portland,Oregon,,,,
Contestant,281,Ben Higgins,Bachelor,Bachelor 20,Olivia,Caridi,23,Former News Anchor,Former News Anchor,Media & Journalism,Week 6,8,,,,,,,,,,,,0,Bristol,Virginia,,,,
Contestant,282,Ben Higgins,Bachelor,Bachelor 20,Rachel,Tchen,23,Unemployed,Unemployed,Unemployed,Week 4,13,,,,,,,,,,,,0,Little Rock,Arkansas,,,,
Contestant,283,Ben Higgins,Bachelor,Bachelor 20,Samantha,Passmore,26,Attorney,Attorney,Lawyers & Legal Services,Week 2,20,,,,,,,,,,,,0,New Smyrna Beach,Florida,,,,
Contestant,284,Ben Higgins,Bachelor,Bachelor 20,Shushanna,Mkrtychyan,27,Property Manager,Property Manager,Real Estate & Interior Design,Week 3,16,,,,,,,1,,1,,,2,Salt Lake City,Utah,,,,
Contestant,285,Ben Higgins,Bachelor,Bachelor 20,Tiara,Soleim,27,Chicken Enthusiast,Chicken Enthusiast,Pet & Livestock Services,Week 1,28,,,,,,,1,,,,,1,Redmond,Washington,,,,
Contestant,286,Bob Guiney,Bachelor,Bachelor 4,Antoinette,,30,Senior Account Manager,Senior Account Manager,Advertising & Marketing,unk,unk,,,,,,,,,,,,0,Philadelphia,Pennsylvania,,,,
Contestant,287,Bob Guiney,Bachelor,Bachelor 4,Brooke,,24,Teacher,Teacher,Teaching,unk,unk,,,,,,,,,,,,0,Bartlett,Tennessee,,,,
Contestant,288,Bob Guiney,Bachelor,Bachelor 4,Christine,,24,Administrative Assistant,Administrative Assistant,Business & Entrepreneurship,unk,unk,,,,,,,,,,,,0,Corona,California,,,,
Contestant,289,Bob Guiney,Bachelor,Bachelor 4,Darla,,26,Attorney,Attorney,Lawyers & Legal Services,unk,unk,,,,,,,,,,,,0,Gainesville,Florida,,,,
Contestant,290,Bob Guiney,Bachelor,Bachelor 4,Estella,,27,Mortgage Broker,Mortgage Broker,Financial Services & Investing,Winner,1,,,,,,,,,,,,0,Beverly Hills,California,,,,
Contestant,291,Bob Guiney,Bachelor,Bachelor 4,Heather,,24,Recent College Graduate,Recent College Graduate,Student (General),unk,unk,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,292,Bob Guiney,Bachelor,Bachelor 4,Jenn,,26,Elementary  School Teacher,Elementary  School Teacher,Teaching,unk,unk,,,,,,,,,,,,0,La Jolla,California,,,,
Contestant,293,Bob Guiney,Bachelor,Bachelor 4,Jenny,,30,Marketing Director,Marketing Director,Advertising & Marketing,unk,unk,,,,,,,,,,,,0,Austin,Texas,,,,
Contestant,294,Bob Guiney,Bachelor,Bachelor 4,Julie,,29,Sales/Modeling,Sales / Modeling,Modeling & Acting,unk,unk,,,,,,,,,,,,0,Louisville,Kentucky,,,,
Contestant,295,Bob Guiney,Bachelor,Bachelor 4,Karin,,32,Mortgage Consultant,Mortgage Consultant,Financial Services & Investing,unk,unk,,,,,,,,,,,,0,Brooklyn Park,Minnesota,,,,
Contestant,296,Bob Guiney,Bachelor,Bachelor 4,Kelly,Jo,23,Director of Community Relations,Director Of Community Relations,"Non-Profit, Charity, & Social Work",Runner-up,2,,,,,,,,,,,,0,Kalamazoo,Michigan,,,,
Contestant,297,Bob Guiney,Bachelor,Bachelor 4,Kristina,,24,Loan Processor,Loan Processor,Financial Services & Investing,unk,unk,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,298,Bob Guiney,Bachelor,Bachelor 4,Lanah,,27,Event Coordinator,Event Coordinator,Event Planning,unk,unk,,,,,,,,,,,,0,Poolesville,California,,,,
Contestant,299,Bob Guiney,Bachelor,Bachelor 4,Lauren,,24,Retail Buyer,Retail Buyer,Fashion Design & Retail,unk,unk,,,,,,,,,,,,0,Redondo Beach,California,,,,
Contestant,300,Bob Guiney,Bachelor,Bachelor 4,Lee-Ann,,24,Second Grade Teacher,Second Grade Teacher,Teaching,unk,unk,,,,,,,,,,,,0,Athens,Georgia,,,,
Contestant,301,Bob Guiney,Bachelor,Bachelor 4,Leona,,25,Realtor's Assistant,Realtor's Assistant,Real Estate & Interior Design,unk,unk,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,302,Bob Guiney,Bachelor,Bachelor 4,Lindsay,,25,Pharmaceutical sales,Pharmaceutical Sales,Sales,unk,unk,,,,,,,,,,,,0,Mauldin,South Carolina,,,,
Contestant,303,Bob Guiney,Bachelor,Bachelor 4,Lindsay,,23,Professional Dancer,Professional Dancer,Professional Athletics,unk,unk,,,,,,,,,,,,0,Los Angeles,California,,,,
Contestant,304,Bob Guiney,Bachelor,Bachelor 4,Mary,Delgado,35,"Sales Manager, Former Cheerleader","Sales Manager, Former Cheerleader",Professional Athletics,unk,3,,,,,,,,,,,,0,Tampa,Florida,,,,
Contestant,305,Bob Guiney,Bachelor,Bachelor 4,Meredith,Phillips,29,Model/Makeup Artist,Model / Make-Up Artist,Modeling & Acting,unk,4,,,,,,,,,,,,0,West Hollywood,California,,,,
Contestant,306,Bob Guiney,Bachelor,Bachelor 4,Misty,,23,Radio Promotions Assistant,Radio Promotions Assistant,Media & Journalism,unk,unk,,,,,,,,,,,,0,Dallas,Texas,,,,
Contestant,307,Bob Guiney,Bachelor,Bachelor 4,Samantha,,25,Kitchen Designer,Kitchen Designer,Real Estate & Interior Design,unk,unk,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,308,Bob Guiney,Bachelor,Bachelor 4,Shea,,25,Firefighter,Firefighter,Military & Civil Service,unk,unk,,,,,,,,,,,,0,Shreveport,Louisiana,,,,
Contestant,309,Bob Guiney,Bachelor,Bachelor 4,Shelly,,26,Pharmaceutical sales,Pharmaceutical Sales,Sales,unk,unk,,,,,,,,,,,,0,Wanwatosa,South Carolina,,,,
Contestant,310,Bob Guiney,Bachelor,Bachelor 4,Stacey,,26,Hair Stylist,Hair Stylist,Hair & Makeup,unk,unk,,,,,,,,,,,,0,Massillon,Ohio,,,,
Contestant,311,Brad Womack,Bachelor,Bachelor 15,Alli,Travis,24,Apparel merchant,Apparel Merchant,Fashion Design & Retail,Week 6,8,,,1,,,,,,,,,1,Columbus,Ohio,,,,
Contestant,312,Brad Womack,Bachelor,Bachelor 15,Ashley,Hebert,26,Dental Student,Dental Student,Physicians & Dentists,Week 9,3,,,,,,,,,,,,0,Madawaska,Maine,,,,
Contestant,313,Brad Womack,Bachelor,Bachelor 15,Ashley,Spivey,26,Nanny,Nanny,Child Care & Family Services,Week 5,11,,,,,,,,,,,,0,Ellerbe,North Carolina,,,,
Contestant,314,Brad Womack,Bachelor,Bachelor 11,Bettina,Bell,27,Realtor,Realtor,Real Estate & Interior Design,Week 7,3,,,,,,,,,,,,0,Washington,D.C.,,,,
Contestant,315,Brad Womack,Bachelor,Bachelor 15,Britnee,Marks,25,Paralegal,Paralegal,Lawyers & Legal Services,Week 1,21,,,,,,,,,,,,0,Holland,Pennsylvania,,,,
Contestant,316,Brad Womack,Bachelor,Bachelor 15,Britt,Billmaier,32,Bank Teller,Bank Teller,Financial Services & Investing,Week 7,6,,,,,,,,,,,,0,Seattle,Washington,,,,
Contestant,317,Brad Womack,Bachelor,Bachelor 15,Chantal,O'Brien,28,Executive Assistant,Executive Assistant,Business & Entrepreneurship,Runner-up,2,,,,,,,,,,,,0,Mercer Island,Washington,,,,
Contestant,318,Brad Womack,Bachelor,Bachelor 15,Cristy,Caserta,30,Attorney,Attorney,Lawyers & Legal Services,Week 1,22,,,,,,,,,,,,0,Davie,Florida,,,,
Contestant,319,Brad Womack,Bachelor,Bachelor 11,DeAnna,Pappas,25,Realtor,Realtor,Real Estate & Interior Design,Co-runners-up,1,,,,,,,,,,,,0,Newnan,Georgia,,,,
Contestant,320,Brad Womack,Bachelor,Bachelor 15,Emily,Maynard,25,Children's Hospital Event Planner,Children's Hospital Event Planner,Event Planning,Winner,1,,,,,,,,,,,,0,Morgantown,West Virginia,,,,
Contestant,321,Brad Womack,Bachelor,Bachelor 11,Erin,Gardner,25,Publishing sales executive,Publishing Sales Executive,Sales,Week 2,13,,,,,,,,,,,,0,Tampa,Florida,,,,
Contestant,322,Brad Womack,Bachelor,Bachelor 11,Hillary,Reisinger,27,Registered nurse,Registered Nurse,Health & Medical Professional,Week 5,5,,,,,,,,,,,,0,Philadelphia,Pennsylvania,,,,
Contestant,323,Brad Womack,Bachelor,Bachelor 15,J,Adams,26,Operations Manager,Operations Manager,Business & Entrepreneurship,Week 1,23,,,,,,,,,,,,0,Seattle,Washington,,,,
Contestant,324,Brad Womack,Bachelor,Bachelor 15,Jackie,Gordon,26,Artist,Artist,Art & Design,Week 6,7,,,1,,,,,,,,,1,Newport,Rhode Island,,,,
Contestant,325,Brad Womack,Bachelor,Bachelor 11,Jade,Beazley,24,Boutique sales worker,Boutique Sales Worker,Fashion Design & Retail,Week 4,9,,,,,,,,,,,,0,Nashville,Tennessee,,,,
Contestant,326,Brad Womack,Bachelor,Bachelor 11,Jenni,Croft,27,Phoenix Suns Cheerleader,Phoenix Suns Cheerleader,Professional Athletics,Co-runners-up,2,,,,,,,,,,,,0,Wichita,Kansas,,,,
Contestant,327,Brad Womack,Bachelor,Bachelor 11,Jessica,Kiss,27,News anchor,News Anchor,Media & Journalism,Week 1,16,,,,,,,,,,,,0,Lady Lake,Florida,,,,
Contestant,328,Brad Womack,Bachelor,Bachelor 15,Jill,Ruskowski,28,Sales director,Sales Director,Sales,Week 1,24,,,,,,,,,,,,0,Frisco,Texas,,,,
Contestant,329,Brad Womack,Bachelor,Bachelor 11,Juli,Gilliam,24,Law student,Law Student,Lawyers & Legal Services,Week 1,17,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,330,Brad Womack,Bachelor,Bachelor 15,Keltie,Colleen,28,Radio City Rockette,Radio City Rockette,Professional Athletics,Week 2,18,,,,,,,,,,,,0,Sherwood Park,Canada,,,,
Contestant,331,Brad Womack,Bachelor,Bachelor 11,Kim,Orville,31,Realtor,Realtor,Real Estate & Interior Design,Week 1,18,,,,,,,,,,,,0,Woodbridge,Connecticut,,,,
Contestant,332,Brad Womack,Bachelor,Bachelor 15,Kimberly,Coon,27,Marketing Coordinator,Marketing Coordinator,Advertising & Marketing,Week 3,15,,,,,,,,,,,,0,Orlando,Florida,,,,
Contestant,333,Brad Womack,Bachelor,Bachelor 11,Kristy,Katzmann,29,Acupuncturist,Acupuncturist,Health & Medical Professional,Week 5,6,,,,,,,,,,,,0,Gurnee,Illinois,,,,
Contestant,334,Brad Womack,Bachelor,Bachelor 15,Lacey,Garbelman,27,Insurance agent,Insurance Agent,Financial Services & Investing,Week 1,25,,,,,,,,,,,,0,Tampa,Florida,,,,
Contestant,335,Brad Womack,Bachelor,Bachelor 15,Lauren,Moore,26,High School Teacher,High School Teacher,Teaching,Week 1,26,,,,,,,,,,,,0,Culpeper,Virginia,,,,
Contestant,336,Brad Womack,Bachelor,Bachelor 15,Lindsay,Hill,25,First grade teacher,1st Grade Teacher,Teaching,Week 4,12,,,,,,,,,,,,0,Plano,Texas,,,,
Contestant,337,Brad Womack,Bachelor,Bachelor 11,Lindsey,Hawkins,25,Model,Model,Modeling & Acting,Week 3,10,,,,,,,,,,,,0,Livonia,Michigan,,,,
Contestant,338,Brad Womack,Bachelor,Bachelor 15,Lisa,Morrisey,24,Marketing Coordinator,Marketing Coordinator,Advertising & Marketing,Week 5,9,,,,,,,,,,,,0,Ottawa,Kansas,,,,
Contestant,339,Brad Womack,Bachelor,Bachelor 15,Lisa,Pastrich,27,Sales Consultant,Sales Consultant,Sales,Week 1,27,,,,,,,,,,,,0,Dix Hills,New York,,,,
Contestant,340,Brad Womack,Bachelor,Bachelor 11,Lori,Langley,33,Biology teacher,Biology Teacher,Teaching,Week 1,19,,,,,,,,,,,,0,Annapolis,Maryland,,,,
Contestant,341,Brad Womack,Bachelor,Bachelor 15,Madison,Garton,25,Model,Model,Modeling & Acting,Week 3,17,Quit,,,,,,,,,,,0,Vail,Colorado,,,,
Contestant,342,Brad Womack,Bachelor,Bachelor 11,Mallory,Simons,24,Nanny,Nanny,Child Care & Family Services,Week 2,14,,,,,,,,,,,,0,Honolulu,Hawaii,,,,
Contestant,343,Brad Womack,Bachelor,Bachelor 15,Marissa,May,26,Sports Publicist,Sports Publicist,Media & Journalism,Week 5,10,,,,,,,,,,,,0,Mesa,Arizona,,,,
Contestant,344,Brad Womack,Bachelor,Bachelor 11,McCarten,Delaney,26,Account Manager,Account Manager,Advertising & Marketing,Week 4,7,,,,,,,,,,,,0,Lemon Grove,California,,,,
Contestant,345,Brad Womack,Bachelor,Bachelor 15,Meghan,Merritt,30,Fashion Marketer,Fashion Marketer,Fashion Design & Retail,Week 4,13,,,,,,,,,,,,0,Princeton,New Jersey,,,,
Contestant,346,Brad Womack,Bachelor,Bachelor 15,Melissa,Schreiber,32,Waitress,Waitress,Food Service,Week 2,19,,,1,,,,,,,,,1,Westport,Connecticut,,,,
Contestant,347,Brad Womack,Bachelor,Bachelor 11,Melissa,Buschel,28,Event planner,Event Planner,Event Planning,Week 1,20,,,,,,,,,,,,0,Westchester,New York,,,,
Contestant,348,Brad Womack,Bachelor,Bachelor 11,Michele,Leavy,30,Realtor,Realtor,Real Estate & Interior Design,Week 2,15,,,,,,,,,,,,0,South Brunswick,New Jersey,,,,
Contestant,349,Brad Womack,Bachelor,Bachelor 15,Michelle,Money,30,Hair stylist,Hair Stylist,Hair & Makeup,Week 7,5,,,1,,1,,,,,,,2,Salt Lake City,Utah,,,,
Contestant,350,Brad Womack,Bachelor,Bachelor 11,Morgan,Becker,24,Graduate student,Graduate Student,Student (General),Week 1,21,,,,,,,,,,,,0,Tempe,Arizona,,,,
Contestant,351,Brad Womack,Bachelor,Bachelor 11,Natalie,Velasco,25,Law student,Law Student,Lawyers & Legal Services,Week 1,22,,,,,,,,,,,,0,Duncanville,Texas,,,,
Contestant,352,Brad Womack,Bachelor,Bachelor 15,Raichel,Goodyear,29,Manscaper,Manscaper,Hair & Makeup,Week 2,20,,,,,,,,,,,,0,Fullerton,California,,,,
Contestant,353,Brad Womack,Bachelor,Bachelor 15,Rebecca,,30,Esthetician,Esthetician,Hair & Makeup,Week 1,28,,,,,,,,,,,,0,Mission Viejo,California,,,,
Contestant,354,Brad Womack,Bachelor,Bachelor 11,Regina,Doringa,31,Account representative,Account Representative,Advertising & Marketing,Week 1,23,,,,,,,,,,,,0,San Diego,California,,,,
Contestant,355,Brad Womack,Bachelor,Bachelor 15,Renee,Halpin,28,Nanny,Nanny,Child Care & Family Services,Week 1,29,,,,,,,,,,,,0,Palos Hills,Illinois,,,,
Contestant,356,Brad Womack,Bachelor,Bachelor 11,Sarah,Newlon,23,Bar manager,Bar Manager,Food Service,Week 3,11,,,,1,,,,,,,,1,O'Fallon,Illinois,,,,
Contestant,357,Brad Womack,Bachelor,Bachelor 15,Sarah,Powell,27,Real Estate Broker,Real Estate Broker,Real Estate & Interior Design,Week 3,16,,,,,,,,,,,,0,Denver,Colorado,,,,
Contestant,358,Brad Womack,Bachelor,Bachelor 15,Sarah,Ledtke,25,Musical Theatre Performer,Musical Theatre Performer,Modeling & Acting,Week 1,30,,,,,,,,,,,,0,Saginaw,Michigan,,,,
Contestant,359,Brad Womack,Bachelor,Bachelor 15,Shawntel,Newton,25,Funeral Director,Funeral Director,Health & Human Services Administration,Week 8,4,,,,,,,,,,,,0,Chico,California,,,,
Contestant,360,Brad Womack,Bachelor,Bachelor 11,Sheena,Stewart,23,Internet marketing executive,Internet Marketing Executive,Advertising & Marketing,Week 6,4,,,,,,,,,,,,0,Walnut Creek,California,,,,
Contestant,361,Brad Womack,Bachelor,Bachelor 11,Solisa,Shoop,25,Esthetician,Esthetician,Hair & Makeup,Week 3,12,,,,,,,,,,,,0,Georgetown,Texas,,,,
Contestant,362,Brad Womack,Bachelor,Bachelor 15,Stacey,Quirpel,26,Bartender,Bartender,Food Service,Week 4,14,,,,,,,,,,,,0,Quincy,Massachusetts,,,,
Contestant,363,Brad Womack,Bachelor,Bachelor 11,Stephy,Kootz,26,Executive assistant,Executive Assistant,Business & Entrepreneurship,Week 4,8,,,,,,,,,,,,0,Atlanta,Georgia,,,,
Contestant,364,Brad Womack,Bachelor,Bachelor 11,Susan,Coolidge,35,Project analyst,Project Analyst,Business & Entrepreneurship,Week 1,25,,,,,,,,,,,,0,St. Charles,Illinois,,,,
Contestant,365,Brad Womack,Bachelor,Bachelor 11,Tauni,Nessler ,31,Emergency room nurse,Emergency Room Nurse,Health & Medical Professional,Week 1,24,,,,,,,,,,,,0,St. Louis Park,Minnesota,,,,
Contestant,366,Byron Velvick,Bachelor,Bachelor 6,Abby,,29,Acrobat,Acrobat,Professional Athletics,unk,unk,,,,,,,,,,,,0,Henderson,Nevada,,,,
Contestant,367,Byron Velvick,Bachelor,Bachelor 6,Alma,Rubenstein,35,Café Owner,Café Owner,Food Service,unk,unk,,,,,,,,,,,,0,Astoria,Oregon,,,,
Contestant,368,Byron Velvick,Bachelor,Bachelor 6,Amanda,,27,Cosmetics Buyer,Cosmetics Buyer,Hair & Makeup,unk,unk,,,,,,,,,,,,0,New York,New York,,,,
Contestant,369,Byron Velvick,Bachelor,Bachelor 6,Amy,,27,Marketing Consultant,Marketing Consultant,Advertising & Marketing,unk,unk,,,,,,,,,,,,0,San Diego,California,,,,
Contestant,370,Byron Velvick,Bachelor,Bachelor 6,Andrea,,33,Dental Hygienist,Dental Hygienist,Health & Medical Professional,unk,unk,,,,,,,,,,,,0,Denver,Colorado,,,,
Contestant,371,Byron Velvick,Bachelor,Bachelor 6,Ashley,,31,Teacher,Teacher,Teaching,unk,unk,,,,,,,,,,,,0,Santa Barbara,California,,,,
Contestant,372,Byron Velvick,Bachelor,Bachelor 6,Carolyn,,36,Financial Advisor,Financial Advisor,Financial Services & Investing,unk,unk,,,,,,,,,,,,0,Tulsa,Oklahoma,,,,
Contestant,373,Byron Velvick,Bachelor,Bachelor 6,Cheresse,,31,Advertising Director,Advertising Director,Advertising & Marketing,unk,unk,,,,,,,,,,,,0,St. Louis,Missouri,,,,
Contestant,374,Byron Velvick,Bachelor,Bachelor 6,Cynthia,,37,Charity Foundations Director,Charity Foundations Director,"Non-Profit, Charity, & Social Work",unk,unk,,,,,,,,,,,,0,Hermosa Beach,California,,,,
Contestant,375,Byron Velvick,Bachelor,Bachelor 6,Elizabeth,,28,Pharmaceutical sales,Pharmaceutical Sales,Sales,unk,unk,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,376,Byron Velvick,Bachelor,Bachelor 6,Jayne,,37,Dog Groomer,Dog Groomer,Pet & Livestock Services,unk,unk,,,,,,,,,,,,0,Key Largo,Florida,,,,
Contestant,377,Byron Velvick,Bachelor,Bachelor 6,Jennifer,,31,Account Executive,Account Executive,Advertising & Marketing,unk,unk,,,,,,,,,,,,0,Seattle,Washington,,,,
Contestant,378,Byron Velvick,Bachelor,Bachelor 6,Kelly,,34,Actress,Actor,Modeling & Acting,unk,unk,,,,,,,,,,,,0,Beverly Hills,California,,,,
Contestant,379,Byron Velvick,Bachelor,Bachelor 6,Kerry,,31,Nurse,Nurse,Health & Medical Professional,unk,unk,,,,,,,,,,,,0,San Francisco,California,,,,
Contestant,380,Byron Velvick,Bachelor,Bachelor 6,Kristie,,32,Bar Owner,Bar Owner,Food Service,unk,unk,,,,,,,,,,,,0,Windsor,Canada,,,,
Contestant,381,Byron Velvick,Bachelor,Bachelor 6,Kristin,,27,Office Manager,Office Manager,Business & Entrepreneurship,unk,unk,,,,,,,,,,,,0,Pensacola,Florida,,,,
Contestant,382,Byron Velvick,Bachelor,Bachelor 6,Krysta,,28,Financial Analyst,Financial Analyst,Financial Services & Investing,unk,unk,,,,,,,,,,,,0,Oklahoma City,Oklahoma,,,,
Contestant,383,Byron Velvick,Bachelor,Bachelor 6,Leina,,28,Advertising Associate,Advertising Associate,Advertising & Marketing,unk,unk,,,,,,,,,,,,0,Chula Vista,California,,,,
Contestant,384,Byron Velvick,Bachelor,Bachelor 6,Lisa,,33,Teacher,Teacher,Teaching,unk,unk,,,,,,,,,,,,0,West Palm Beach,Florida,,,,
Contestant,385,Byron Velvick,Bachelor,Bachelor 6,Mary,Delgado,36,"Sales Manager, Former Cheerleader","Sales Manager, Former Cheerleader",Professional Athletics,Winner,1,,,,,,,,,,,,0,Tampa,Florida,,,,
Contestant,386,Byron Velvick,Bachelor,Bachelor 6,Melinda,,39,Photographer,Photographer,Art & Design,unk,unk,,,,,,,,,,,,0,Nashville,Tennessee,,,,
Contestant,387,Byron Velvick,Bachelor,Bachelor 6,Natalie,,34,Retail Sales,Retail Sales,Fashion Design & Retail,unk,unk,,,,,,,,,,,,0,Santa Monica,California,,,,
Contestant,388,Byron Velvick,Bachelor,Bachelor 6,Nicole,,28,Executive Recruiter,Executive Recruiter,Human Resources & Recruiting,unk,unk,,,,,,,,,,,,0,Libertyville,Illinois,,,,
Contestant,389,Byron Velvick,Bachelor,Bachelor 6,Susie,,32,Insurance Broker,Insurance Broker,Financial Services & Investing,unk,unk,,,,,,,,,,,,0,Hollywood,California,,,,
Contestant,390,Byron Velvick,Bachelor,Bachelor 6,Tanya,Michel,31,Teacher,Teacher,Teaching,Runner-up,2,,,,,,,,,,,,0,Plano,Texas,,,,
Contestant,391,Byron Velvick,Bachelor,Bachelor 6,Wende,,28,Model,Model,Modeling & Acting,unk,unk,,,,,,,,,,,,0,Austin,Texas,,,,
Contestant,392,Charlie O'Connell,Bachelor,Bachelor 7,Anitra,,29,Makeup  Artist,Make-Up Artist,Hair & Makeup,unk,unk,,,,,,,,,,,,0,Manhattan Beach,California,,,,
Contestant,393,Charlie O'Connell,Bachelor,Bachelor 7,Brenda,,26,Sales Coordinator,Sales Coordinator,Sales,unk,unk,,,,,,,,,,,,0,New York,New York,,,,
Contestant,394,Charlie O'Connell,Bachelor,Bachelor 7,Carrie,,27,Computer Specialist,Computer Specialist,Technology & Software,unk,unk,,,,,,,,,,,,0,Minneapolis,Minnesota,,,,
Contestant,395,Charlie O'Connell,Bachelor,Bachelor 7,Danuska,,30,Runway Model,Runway Model,Modeling & Acting,unk,unk,,,,,,,,,,,,0,Los Angeles,California,,,,
Contestant,396,Charlie O'Connell,Bachelor,Bachelor 7,Debby,,25,Flight Attendant,Flight Attendant,Aviation,unk,unk,,,,,,,,,,,,0,Thornhill,Canada,,,,
Contestant,397,Charlie O'Connell,Bachelor,Bachelor 7,Emilie,,27,Technology Sales,Technology Sales,Sales,unk,unk,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,398,Charlie O'Connell,Bachelor,Bachelor 7,Geitan,,30,Realtor,Realtor,Real Estate & Interior Design,unk,unk,,,,,,,,,,,,0,Newport Beach,California,,,,
Contestant,399,Charlie O'Connell,Bachelor,Bachelor 7,Gina,Marie,28,Bartender,Bartender,Food Service,unk,unk,,,,,,,,,,,,0,Fort Lauderdale,Florida,,,,
Contestant,400,Charlie O'Connell,Bachelor,Bachelor 7,Heather,,24,Contractor,Contractor,Construction & Trades,unk,unk,,,,,,,,,,,,0,Orlando,Florida,,,,
Contestant,401,Charlie O'Connell,Bachelor,Bachelor 7,Jenny,,23,Marketing Coordinator,Marketing Coordinator,Advertising & Marketing,unk,unk,,,,,,,,,,,,0,Edmonton,Canada,,,,
Contestant,402,Charlie O'Connell,Bachelor,Bachelor 7,Kara,,26,Nanny,Nanny,Child Care & Family Services,unk,unk,,,,,,,,,,,,0,Woodland Hills,California,,,,
Contestant,403,Charlie O'Connell,Bachelor,Bachelor 7,Katie,,25,Resort Accountant,Resort Accountant,Hospitality,unk,unk,,,,,,,,,,,,0,Tempe,Arizona,,,,
Contestant,404,Charlie O'Connell,Bachelor,Bachelor 7,Kerry,,32,Director of Mergers & Acquisitions,Director Of Mergers & Acquisitions,Financial Services & Investing,unk,unk,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,405,Charlie O'Connell,Bachelor,Bachelor 7,Kimberly,,25,Swimsuit Model,Swimsuit Model,Modeling & Acting,unk,unk,,,,,,,,,,,,0,Edmonton,Canada,,,,
